Cat,Item Number,Description,Cost,Supplier,Barcode Number,List,Last Cost,Cost at 3/9/2026,In Stock
663,VPGW,Heavy Duty Wire Guard for Vapor Fixture,4.8015,BWF/TEDDICO,,6.0,5.0,5.0,68.0
663,VPXG-11-G,Vaporproof Ceiling Mount Fixture 100w Max 1/2 Taps,24.9351,TOPAZ ELECTRIC CORP.,,38.0,24.9351,24.9351,14.0
663,VWG-01-G,RAB Angle Vaporproof Fixture 100w Max 1/2 Taps,28.95,RAB LIGHTING,,43.5,0.0,0.0,0.0
663,VWG-02-G,Angle Vaporproof Fixture 200w Max 1/2 Taps,38.0,BWF/TEDDICO,,57.0,33.0,33.0,0.0
663,VX100DG,RAB Vaporproof Ceiling Mount Fixture Die Cast 100w Max 1/2 Taps,24.15,RAB LIGHTING,,37.75,24.15,24.15,1.0
663,WP1CSN100/PC,100w Cutoff WallPack with Photo Cell Quad Tap Bronze,66.0,RAB LIGHTING,,99.0,,,0.0
663,WP1CSN100/PCS,100w Cutoff WallPack with Swivel Photo Cell Quad Tap Bronze,87.0,RAB LIGHTING,,130.5,,,0.0
663,WPTS35,35W 120v TALLPACKS HPS BRONZE - BUILDIN PHOTO CELL,52.0,RAB LIGHTING,,78.0,,,0.0
663,WPTS50,50W 120v TALLPACKS HPS BRONZE - BUILDIN PHOTO CELL,52.0,RAB LIGHTING,,78.0,,,0.0
663,WPTS70,70W 120v TALLPACKS HPS BRONZE - BUILDIN PHOTO CELL,55.0,RAB LIGHTING,,82.5,52.0,52.0,0.0
663,XLED26DG-3/4,RAB LED Vaporproof Ceiling Mount Fixture Die Cast  3/4 Taps,25.0,RAB LIGHTING,,35.0,25.0,25.0,133.0
663,YLS150-24A,"150w 120v HPS Yard Blaster/Roadway Fixture w/Photocell and 24"" Arm",58.0,RAB LIGHTING,,88.0,,,0.0
666,MMR1650-3ESS,3 Light Linear Mini Module Type Fixture,139.0,"JESCO LIGHTING,INC.",,208.5,,,0.0
669,CF-66BL,200' Blue Chasing Rope Light 120v 3 wire,110.0,"JESCO LIGHTING,INC.",,198.0,,,0.0
669,CF-66BLF,1' Blue Chasing Rope Light 120v 3 wire,0.6,,,2.25,0.6,0.6,18.0
669,CF-66GN,200' Green Chasing Rope Light 120v 3 wire,110.0,WIDE LOYAL DEVELOPMENT LTD.,,198.0,110.0,110.0,1.0
669,CF-66GNF,1' Green Chasing Rope Light 120v 3 wire,0.6,WIDE LOYAL DEVELOPMENT LTD.,,2.25,0.6,0.6,9.0
669,CF-66OR,200' Orange Chasing Rope Light 120v 3 wire,110.0,WIDE LOYAL DEVELOPMENT LTD.,,198.0,,,0.0
669,CF-66ORF,1' Orange Chasing Rope Light 120v 3 wire,1.2168,,,2.25,,,0.0
669,CF-66PL,200' Purple Chasing Rope Light 120v 3 wire,110.0,WIDE LOYAL DEVELOPMENT LTD.,,198.0,,,0.0
669,CF-66PLF,1' Purple Chasing Rope Light 120v 3 wire,0.6,,,2.25,0.6,0.6,82.0
669,CF-66RD,200' Red Chasing Rope Light 120v 3 wire,110.0,WIDE LOYAL DEVELOPMENT LTD.,,198.0,121.168,121.168,0.0
669,CF-66RDF,1' Red Chasing Rope Light 120v 3 wire,1.2168,,,2.25,0.0,0.0,0.0
669,CF-66YW,200' Yellow Chasing Rope Light 120v 3 wire,110.0,WIDE LOYAL DEVELOPMENT LTD.,,198.0,121.168,121.168,0.0
669,CF-66YWF,1' Yellow Chasing Rope Light 120v 3 wire,1.2168,,,2.25,0.7333,0.7333,0.0
669,CF4-15BCG,150' BLUE/CLEAR/GREEN ROPE LIGHT,238.5,WIDE LOYAL DEVELOPMENT LTD.,,360.0,,,0.0
669,CF4-15BCGF,1' BLUE/CLEAR/GREEN ROPE LIGHT,2.0,,,3.0,,,0.0
669,CF4-15BGR,150' BLUE/GREEN/RED ROPE LIGHT,180.0,WIDE LOYAL DEVELOPMENT LTD.,,300.0,,,0.0
669,CF4-15BGRF,1' BLUE/GREEN/RED ROPE LIGHT,2.0,,,3.0,,,0.0
669,R15,150' CLEAR RECTANGLE,169.5,WIDE LOYAL DEVELOPMENT LTD.,,300.0,,,0.0
669,R4,Rope Light End Cap,0.3,"JESCO LIGHTING,INC.",,0.6,0.3,0.3,4.0
669,R6,PLASTIC CLIP RECTANGLE,0.89,WIDE LOYAL DEVELOPMENT LTD.,,0.89,0.89,0.89,70.0
669,RI2C,CHASING ROPELIGHT CONTROLLER 150'FOR SQ,41.96,WIDE LOYAL DEVELOPMENT LTD.,,80.0,41.96,41.96,2.0
669,RL-1,1' Clear Chasing Rope Light 120v 3 wire,1.2168,,,2.25,0.0,0.0,0.0
669,RL-150,150' Clear Chasing Rope Light 120v 2 wire,65.0,WIDE LOYAL DEVELOPMENT LTD.,,99.99999999999999,65.0,65.0,0.0
669,RL02,Rope Light Tie Strap 13MM,0.09,"JESCO LIGHTING,INC.",,0.3,0.09,0.09,1.0
669,RL05,Rope Light Plastic Mounting Clip,0.06,"JESCO LIGHTING,INC.",,0.25,0.06,0.06,23.0
669,RL146,6' 3 wire Power Cord,2.75,"JESCO LIGHTING,INC.",,5.5,0.0,0.0,8.0
669,RL3,Rope Light Coupling,0.5,"JESCO LIGHTING,INC.",,1.0,0.0,0.0,0.0
669,WL-310,6 Function Rope Light Lighting Effects Control Box 24' Max,19.2,WIDE LOYAL DEVELOPMENT LTD.,,40.0,19.2,19.2,3.0
669,WL-3C,6 Function Rope Light Lighting Effects Control Box 150' Max,37.77,WIDE LOYAL DEVELOPMENT LTD.,,56.0,37.77,37.77,2.0
669,WL-4C,CHASING ROPELIGHT CONTROLLER 150FT    6,50.0,WIDE LOYAL DEVELOPMENT LTD.,,90.0,,,0.0
672,14050,T8 Retrofit Conversion Kit,7.15,EPCO ENGINEERED PRODUCTS CO.,,14.5,7.9942,7.9942,51.0
672,17100,Safety Sleeve Cap T8,0.29,EPCO ENGINEERED PRODUCTS CO.,,0.5,0.29,0.29,30.0
672,CAP,Safety Sleeve Cap T12,0.69,EDISON POWER,,1.0,0.69,0.69,39.0
672,T12-4A,4' T12 Safety Sleeve Amber,2.5,EDISON POWER,,4.5,2.5,2.5,24.0
672,T12-4B,4' T12 Safety Sleeve Blue,2.5,EDISON POWER,,4.5,2.5,2.5,12.0
672,T12-4C,4' T12 Safety Sleeve Clear,1.1,EDISON POWER,,2.5,1.1,1.1,30.0
672,T12-4GR,4' T12 Safety Sleeve Green,2.5,EDISON POWER,,4.5,2.5,2.5,8.0
672,T12-4P,4' T12 Safety Sleeve Pink,2.75,EDISON POWER,,4.5,2.5,2.5,0.0
672,T12-4R,4' T12 Safety Sleeve Red,2.75,EDISON POWER,,4.5,2.75,2.75,15.0
672,T12-4SM,4' T12 Safety Sleeve Smoke,2.75,EDISON POWER,,4.5,2.75,2.75,0.0
672,T12-8A,8' T12 Safety Sleeve Amber,3.75,EDISON POWER,,6.0,3.75,3.75,1.0
672,T12-8B,8' T12 Safety Sleeve Blue,3.75,EDISON POWER,,6.0,3.75,3.75,17.0
672,T12-8C,8' T12 Safety Sleeve Clear,2.6,"SATCO PRODUCTS, INC.",,5.0,2.6,2.6,16.0
672,T12-8GR,8' T12 Safety Sleeve Green,3.75,EDISON POWER,,6.0,3.75,3.75,24.0
672,T12-8P,8' T12 Safety Sleeve Pink,3.3,EDISON POWER,,6.0,3.3,3.3,23.0
672,T12-8R,8' T12 Safety Sleeve Red,4.25,EDISON POWER,,6.0,4.25,4.25,6.0
672,T12-8SM,8' T12 Safety Sleeve Smoke,3.75,DIVERSIFIED LIGHTING PRODUCTS,,6.0,,,0.0
672,T5-4C,4' T5 Safety Sleeve Clear,1.65,TOPAZ LIGHTING CORPORATION,,3.5,1.65,1.65,32.0
672,T8-4A,4' T8 Safety Sleeve Amber,2.95,EDISON POWER,,4.5,2.95,2.95,8.0
672,T8-4B,4' T8 Safety Sleeve Blue,2.75,EDISON POWER,,4.5,2.75,2.75,13.0
672,T8-4C,4' T8 Safety Sleeve Clear,1.99,EDISON POWER,,3.5,1.99,1.99,23.0
672,T8-4GR,4' T8 Safety Sleeve Green,2.5,EDISON POWER,,5.0,2.5,2.5,27.0
672,T8-4P,4' T8 Safety Sleeve Pink,2.74,EDISON POWER,,4.5,2.75,2.75,25.0
672,T8-4R,4' T8 Safety Sleeve Red,2.5,EDISON POWER,,4.5,2.5,2.5,17.0
672,T8-4SM,4' T8 Safety Sleeve Smoke,2.75,EDISON POWER,,4.5,2.75,2.75,0.0
672,T8-8C,8' T8 Safety Sleeve Clear,2.75,EPCO ENGINEERED PRODUCTS CO.,,7.0,2.75,2.75,36.0
675,124-BU,Rubber Pigtail Socket,0.85,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,2.0,0.85,0.85,65.0
675,1465W-BU,"Bird Cage Lamp Guard White 7"" x 4 1/4""",0.9,,,2.45,0.9,0.9,0.0
675,157-BU,Left Hand Bakelite Pigtail Socket,0.55,FLEX - O - TEK,,2.0,0.55,0.55,150.0
675,2500W,Fluorescent Socket High Output Female,1.5,EDISON POWER,,4.0,1.5,1.5,558.0
675,2501W,Fluorescent Socket High Output Male,1.5,EDISON POWER,,4.0,1.5,1.5,38.0
675,2503W,Fluorescent Socket 5' - 8' Female,0.75,EDISON POWER,,7.0,3.3,3.3,10.0
675,2504W,Fluorescent Socket 5' - 8' Male,4.1000000000000005,EDISON POWER,,7.0,4.3,4.3,25.0
675,2510W,1'-4' T8  Flourscent Light Socket Medium Profile 4 Pin Hole,0.7,EDISON POWER,,2.0,0.7,0.7,3.0
675,3001,PAR Bulb Changer,6.95,"SATCO PRODUCTS, INC.",,12.0,6.95,6.95,0.0
675,3002,R Type Bulb Changer,7.5,"SATCO PRODUCTS, INC.",,12.75,7.5,7.5,0.0
675,3003,Incandescent Bulb Changer,8.5,"SATCO PRODUCTS, INC.",,15.0,0.0,0.0,1.0
675,47-314,Fluorescent Socket 5' - 8' Female Shallow Base,0.3,EAGLE LIGHTING PRODUCTS,,3.5,0.3,0.3,275.0
675,47-315,Fluorescent Socket 5' - 8' Male Shallow Base,0.3,EAGLE LIGHTING PRODUCTS,,3.5,0.3,0.3,285.0
675,609-BOX,"Porcelain Sign Socket with 9"" Leads",1.8852,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,2.95,1.9,1.9,54.0
675,610-BOX,Porcelain Sign Socket with Screw Terminals,1.4,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,3.0,1.4,1.4,18.0
675,700B-BOX,TWIN LAMP HOLDERS BR,1.29,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,2.75,2.0,2.0,0.0
675,700W-BOX,TWIN LAMP HOLDERS WH,1.96,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,2.75,1.96,1.96,7.0
675,715V-BOX,Keyless E26 Socket Adaptor w/2 Outlet IV,1.01,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,2.2500000000000004,0.96,0.96,0.0
675,718B-BOX,Socket Adap Med BaseW/2Recp PullChain BR,2.0500000000000003,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,4.0,2.05,2.05,1.0
675,718V-BOX,Socket Adap Med BaseW/2Recp PullChain IV,2.0500000000000003,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,4.0,2.05,2.05,27.0
675,731-2,INTERMEDIATE BASE ATTACHON,0.6,International Electric,,2.0,0.6,0.6,1.0
675,731-3,CANBELABRA BASE ATTACHON,0.6,International Electric,,2.0,0.6,0.6,20.0
675,732-BOX,Standard Attachon Socket for Temp Light,1.09,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,2.0,1.09,1.09,65.0
675,738B-BOX,Adaptor 2P2W Plug to Med Base Socket BR,0.91,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,1.85,0.79,0.79,1.0
675,738V-BOX,Adaptor 2P2W Plug to Med Base Socket IV,0.85,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,1.85,0.85,0.85,2.0
675,738W-BOX,Adaptor 2P2W Plug to Med Base Socket WH,1.37,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,2.5,1.37,1.37,18.0
675,752W-SP,Cleat Socket Med Base White,1.7000000000000002,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,3.5,1.7,1.7,9.0
675,758B-BOX,Socket Adaptor E26 Medium Base to 120v 2P2W Pol Outlet BR,0.43,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,1.75,0.43,0.43,21.0
675,758W-BOX,Socket Adaptor E26 Medium Base to 120v 2P2W Pol Outlet WH,0.78,Cooper Wiring Devices,,1.65,0.4,0.4,0.0
675,80-1011,KEYLESS LAMP SOCKET MED BASE NICKEL,1.5,"SATCO PRODUCTS, INC.",,3.0,1.5,1.5,30.0
675,80-1072,"Phenolic Short Keyless Medium Base Socket 1/8"" Cap 600w - 250v with Uno Thread and Ring",1.7,"SATCO PRODUCTS, INC.",,3.25,,,0.0
675,80-1077,BLK PHENOLIC MED. B W/2 LEG HKY,1.95,"SATCO PRODUCTS, INC.",,4.0,,,0.0
675,80-1090,"1 3/4"" Candelabra Base Socket 75W120V  with paper liner 1/8 IP",1.5,"SATCO PRODUCTS, INC.",,3.0,1.5,1.5,0.0
675,80-1157,PORC TURN KNOB SKT,1.6,"SATCO PRODUCTS, INC.",,4.0,1.6,1.6,2.0
675,80-1212,Keyless Porcelain Socket With Adater & Double Snap-in Clip (SPECIAL ORDER),2.75,"SATCO PRODUCTS, INC.",,5.75,2.75,2.75,0.0
675,80-1220,"Snap in Pan Porcelain Socket Extends 3/4"" with 8"" Leads",2.1,"SATCO PRODUCTS, INC.",,4.0,2.1,2.1,37.0
675,80-1222,"Keyless Porcelain Socket with Snap in Clip Extends 1/8""",0.8,"SATCO PRODUCTS, INC.",,2.5,0.8,0.8,14.0
675,80-1246,T8/T12 Fluorescent Socket Slide on Rotary type,0.9,"SATCO PRODUCTS, INC.",,2.0,0.9,0.9,12.0
675,80-1249,Fluorescent Butt On Mounting Socket for T8/12 Bulb,0.55,"SATCO PRODUCTS, INC.",,2.0,0.55,0.55,6.0
675,80-1251,"T5 Fluorescent Socket with 8"" leads and Angle Bracket",1.142,"SATCO PRODUCTS, INC.",,2.5,1.27,1.27,10.0
675,80-1256,1'-4' T8 Flourscent Light Socket Medium Profile 2 Pin Hole,0.25,"SATCO PRODUCTS, INC.",,2.0,0.25,0.25,200.0
675,80-1257,Fluorescent Socket for U Bulb,0.93,"SATCO PRODUCTS, INC.",,2.5000000000000004,0.93,0.93,5.0
675,80-1258,FLUOR 1U BULB SUNTEDINSTANT START BALLAS,0.6,"SATCO PRODUCTS, INC.",,2.0,0.6,0.6,0.0
675,80-1275,"Candelabra Base Phenolic Sockets with Spring Clip w/24"" leads",1.7,"SATCO PRODUCTS, INC.",,3.25,0.9,0.9,0.0
675,80-1326,PHEN BOT TURN KN SKT,1.2,"SATCO PRODUCTS, INC.",,3.0,1.2,1.2,7.0
675,80-1474,"3L  PHENOLIC MED. W/18"" TAIL (SPO)",2.4,"SATCO PRODUCTS, INC.",,4.75,2.4,2.4,1.0
675,80-1498,Fluorescent Socket High Output Male,1.1,"SATCO PRODUCTS, INC.",,4.0,1.1,1.1,128.0
675,80-1499,Fluorescent Socket High Output Female,1.5,"SATCO PRODUCTS, INC.",,4.0,1.5,1.5,448.0
675,80-1602,2G11 Base Shunted Vertical Snap-In Mount,2.0,"SATCO PRODUCTS, INC.",,4.0,2.0,2.0,214.0
675,80-1668,"MR11 & MR16 12v GX5.3-GX6.35 Socket with Heat Shield and 8"" Lead",0.0,"SATCO PRODUCTS, INC.",,0.0,,,0.0
675,80-1680,Meduim Base Porcelain Snap Socket without Leads,1.8,"SATCO PRODUCTS, INC.",,3.85,1.8,1.8,18.0
675,80-1748,Porcelain Pony Cleat Socket Med Base White,1.4,"SATCO PRODUCTS, INC.",,4.0,1.4,1.4,4.0
675,80-1813,"MR11 & MR16 12v GX5.3 Socket with 2 Hole Mounting Plate and 8"" Lead",0.0,"SATCO PRODUCTS, INC.",,0.0,,,0.0
675,80-1944,T5 Fluorescent Socket Slide on Rotary type,0.9,"SATCO PRODUCTS, INC.",,2.0,0.9,0.9,13.0
675,80-2044,"MR11 & MR16 12v GX5.3-GX6.35 Socket with Heat Shield and 24"" Lead",0.0,"SATCO PRODUCTS, INC.",,0.0,,,0.0
675,80-2049,"MR11 & MR16 12v GX5.3-GX6.35 Socket with 12"" Lead",0.0,"SATCO PRODUCTS, INC.",,0.0,,,0.0
675,80-2338,Black LA260 Adjustable Strain Relief w/ set screw 18/2 SVT,0.35,"SATCO PRODUCTS, INC.",,1.5000000000000002,0.35,0.35,0.0
675,80/1095,EURO STYLE BLK SOC,1.9,"SATCO PRODUCTS, INC.",,3.9500000000000006,,,0.0
675,80/1849,GU24 to 13W 4-PIN Lamp Adapter,17.25,"SATCO PRODUCTS, INC.",,26.0,16.0,16.0,0.0
675,90-1077,118mm Double End Halogen Replacement Socket,1.3,"SATCO PRODUCTS, INC.",,4.95,1.3,1.3,1.0
675,90-1078,78mm Double End Halogen Replacement Socket,1.1,"SATCO PRODUCTS, INC.",,3.95,1.1,1.1,10.0
675,90-1110,"Porcelain Twin Lamp Holder with 1/8"" Top Bracket",2.8,"SATCO PRODUCTS, INC.",,6.0,2.8,2.8,4.0
675,90-1112,SIGN SOCKET W/TERM,3.4,"SATCO PRODUCTS, INC.",,6.75,,,0.0
675,90-1113,Cleat Socket Med Base Brown,2.42,"SATCO PRODUCTS, INC.",,4.0,2.42,2.42,19.0
675,90-1561,HIGH VOLTAGE HALOGEN SOCKET R7,1.5,"SATCO PRODUCTS, INC.",,6.0,1.5,1.5,5.0
675,90-1709,Paper Liner for Candelabra Sockets,0.1,"SATCO PRODUCTS, INC.",,0.2,0.1,0.1,12.0
675,90-2428,Low-Med-Hi-Off Touch Switch Plastic Outer Shell. 150W-120V Indoor Incandescent Use,3.0,"SATCO PRODUCTS, INC.",,5.75,2.6,2.6,0.0
675,90-248,Liner Incandescent Socket Replacement for 1 Base Type Only,0.0,"SATCO PRODUCTS, INC.",,0.0,,,0.0
675,90-250,Liner Incandescent Socket Replacement for 2 Base Type Only,3.95,"SATCO PRODUCTS, INC.",,7.950000000000002,3.95,3.95,0.0
675,90-409,"1/8"" Cap Keyless Porcelain Socket 660w-120v",2.54,"SATCO PRODUCTS, INC.",,5.5,2.54,2.54,11.0
675,90-410,Push Thru Socket Medium Base,1.4,"SATCO PRODUCTS, INC.",,2.5,1.4,1.4,12.0
675,90-415,PULLCHAIN REP SOCKET,3.5,"SATCO PRODUCTS, INC.",,7.5000000000000036,3.5,3.5,8.0
675,90-420,"Brass Short Keyless Medium Base Socket 1/8"" Cap 600w - 250v",1.2,"SATCO PRODUCTS, INC.",,2.75,1.2,1.2,4.0
675,90-4300,Bottom Turn Knob Medium Base Socket 660w 250v,1.3,"SATCO PRODUCTS, INC.",,5.0,1.2,1.2,8.0
675,90-432,SNAP TOP REP SOCKET,1.3,"SATCO PRODUCTS, INC.",,4.5,1.3,1.3,0.0
675,90-458,"Phenolic Short Keyless Medium Base Socket 1/8"" Cap 600w - 250v",1.4500000000000002,"SATCO PRODUCTS, INC.",,2.95,1.45,1.45,2.0
675,90-474,Double End Halogen Replacement Socket Set R7S Base 500w 250v,2.0,"SATCO PRODUCTS, INC.",,4.75,2.0,2.0,2.0
675,90-475,"MR11 & MR16 12v GX5.3 Rectangle Socket with 6"" Lead",2.0,"SATCO PRODUCTS, INC.",,3.5,2.0,2.0,2.0
675,90-542,"SNAP IN PAN SOCKET  8"" LEADS",0.55,"SATCO PRODUCTS, INC.",,2.5,0.55,0.55,8.0
675,90-543,"SNAP IN PAN SOCKET  8"" LEADS",0.46,"SATCO PRODUCTS, INC.",,2.5,0.46,0.46,5.0
675,90-595,SNAP IN PAN SOCKET  SHORT,0.55,"SATCO PRODUCTS, INC.",,2.5,0.55,0.55,3.0
675,90/1540, 9W 2 PIN PL SOCKET G23-23-2 SNAP IN,0.75,"SATCO PRODUCTS, INC.",,2.0,0.75,0.75,18.0
675,90/1541, 9W 2 PIN PL SCOKET G23-G23-2 BASE,0.75,"SATCO PRODUCTS, INC.",,2.0,0.75,0.75,46.0
675,90/1543,13W 2 PIN PL SCOKET GX GX23-2 SNAP IN,0.75,"SATCO PRODUCTS, INC.",,3.5,0.75,0.75,3.0
675,90/1544,13W 2PIN PL SOCKET GX23 GX23-2 BSAE,0.75,"SATCO PRODUCTS, INC.",,2.0,0.75,0.75,10.0
675,90/1547,18W 2 PIN SOCKET F24D-2 GX24D-2 BASE,0.8,"SATCO PRODUCTS, INC.",,2.0,0.8,0.8,14.0
675,90/1548,26W 2 PIN PL G24D-3 GX24D-3 BASE,0.8,"SATCO PRODUCTS, INC.",,2.0,0.8,0.8,12.0
675,90/1549,13W 4PIN PL SOCKET G24Q-1 GX24G-1 BASE,1.1,"SATCO PRODUCTS, INC.",,2.5,1.1,1.1,10.0
675,90/1550,18W 4PIN PL SOCKET G24Q-2 GX24G-2 BASE,1.1,"SATCO PRODUCTS, INC.",,2.5,1.1,1.1,2.0
675,90/1551,26W 4 PIN PL SOCKET G24Q-3 GX24G-3 BASE,1.1,"SATCO PRODUCTS, INC.",,2.5,1.1,1.1,9.0
675,90/1563,"PRO LAMP HOLDER W/8"" 18/3 CORD",4.25,"SATCO PRODUCTS, INC.",,9.0,4.25,4.25,2.0
675,90/1706,"1/4"" Cap Keyless Porcelain Socket 660w-120v",1.6,"SATCO PRODUCTS, INC.",,4.0,1.6,1.6,15.0
675,90/413,ON/OFF TURN LAMP SOCKET HOLDER BRASS,2.35,"SATCO PRODUCTS, INC.",,5.0,2.35,2.35,2.0
675,90/760,"POR REPLACEMENT SOCK W/10"" WIRE & HICKEY",0.8,"SATCO PRODUCTS, INC.",,2.75,0.8,0.8,10.0
675,92-406,Mogul E39 - Medium E26 Reducer,1.6,"SATCO PRODUCTS, INC.",,4.0,1.6,1.6,3.0
675,92-414,OUTLAWED Medium TO Mogul Socket Reducer,6.0,"SATCO PRODUCTS, INC.",,9.0,6.0,6.0,11.0
675,924W-BOX,1'-4' T8 T12 Flourscent Light Socket Tall Profile 4 Pin Hole,0.15,EAGLE LIGHTING PRODUCTS,,2.0,0.15,0.15,282.0
675,942-BOX,PUSH TRU REP SOCKET,0.8,"SATCO PRODUCTS, INC.",,2.5,0.8,0.8,13.0
675,960ABD-BOX,PULL CHAIN SOCKET,1.8,"SATCO PRODUCTS, INC.",,2.8500000000000005,1.8,1.8,5.0
675,969-BOX,Keyless Porcelain Socket Med Base,0.52,"SATCO PRODUCTS, INC.",,2.5,0.52,0.52,11.0
675,S70/0101,Incandscent Bulb Changer,8.5,"SATCO PRODUCTS, INC.",,15.0,8.5,8.5,0.0
675,SC112,"MR11 & MR16 12v GX5.3-GX6.35 Socket with 6"" Lead",2.28,"SATCO PRODUCTS, INC.",,4.0,2.28,2.28,126.0
675,SF77-606,One Light Socket Extension,9.95,"SATCO PRODUCTS, INC.",,16.0,9.95,9.95,0.0
675,SF77-608,"5"" Light Socket Extension",12.95,"SATCO PRODUCTS, INC.",,20.75,12.95,12.95,0.0
675,SO10051,"1/2"" Cap Edison Keyless Porcelain Socket 660w-120v",3.85,"Grand Brass Lamp Parts, LLC.",,8.0,4.0311,4.0311,53.0
675,YX503E,INT CLEAT SOCKETS,0.23,EAGLE LIGHTING PRODUCTS,,2.0,0.23,0.23,852.0
676,18CANOPYSTEM,"18"" x 3/8"" White Canopy Stem Kit for Fixtures",9.45,EDISON POWER,,19.0,9.45,9.45,21.0
676,24CANOPYSTEM,"24"" x 3/8"" White Canopy Stem Kit for Fixtures",10.45,EDISON POWER,,22.000000000000004,10.45,10.45,9.0
676,36CANOPYSTEM,"36"" x 3/8"" White Canopy Stem Kit for Fixtures",12.5,EDISON POWER,,25.0,0.0,0.0,0.0
676,48CANOPYSTEM,"48"" x 3/8"" White Canopy Stem Kit for Fixtures",17.5,EDISON POWER,,35.0,,,0.0
676,C500,"White Canopy Kit for 3/8"" IP Stems",5.5,EDISON POWER,,11.0,5.5,5.5,30.0
676,C501PR,CANOPY COVER WH,5.0,LENDY ELECTRIC SUPPLY,,7.5,,,0.0
676,L1973P,CANOPY ADAPTER HALO,14.3,LENDY ELECTRIC SUPPLY,,21.450000000000003,,,0.0
676,S18-3/8,"18"" x 3/8"" IP Stems White",3.95,EDISON POWER,,8.000000000000004,3.95,3.95,21.0
676,S24-3/8,"24"" x 3/8"" IP Stems White",4.95,EDISON POWER,,9.949999999999998,4.95,4.95,9.0
676,S36-3/8,"36"" x 3/8"" IP Stems White",7.0,EDISON POWER,,14.0,,,0.0
676,S48-3/8,"48"" x 3/8"" IP Stems White",12.0,EDISON POWER,,24.0,0.0,0.0,0.0
676,ZC24332OCT75,2x4 Ctr Lig Shield wStr Cx Blade Louver,96.0,"Mercury Lighting Products CO., INC",,144.0,,,0.0
678,MS206139T5HE,1L 3'T5HO SLIM STRIP LUT DIM ECO 10,135.0,CROWNLITE MFG. CORP.,,202.5,,,0.0
678,MS206139T5HO,1L 3'T5HO SLIM STRIP,38.0,CROWNLITE MFG. CORP.,,57.0,,,0.0
678,MS206154T5HE,1L 4'T5HO SLIM STRIP LUT DIM ECO 10,140.0,CROWNLITE MFG. CORP.,,210.0,,,0.0
678,R14139HO,3' 1 Lite Slim Strip 1 FP39T5HO 20G NYC Approved,29.0,Amsterdam Fixture Corp,,43.5,25.0,25.0,0.0
678,R14154HO,4' 1 Lite Slim Strip 1 FP54T5HO 20G NYC Approved,29.0,CROWNLITE MFG. CORP.,,43.5,25.0,25.0,0.0
678,R14154HOD,4' 1 Lite Slim Strip 1 FP54T5HO with Lutron 1% Dim Ballast 20G NYC Approved,125.0,EDISON POWER,,175.0,,,0.0
678,R142T54HO,8' 1 Lite Slim Strip Tandem for 2 FP54T5HO with Lutron 1% Dim Ballast 20G NYC Approved,180.0,EDISON POWER,,243.00000000000003,180.0,180.0,0.0
681,BXLE-BL,LIVE END CONNECTOR 2,4.0,W.A.C. LIGHTING CO.,,8.5,0.0,0.0,0.0
681,BXLEWH,LIVE END CONNECTOR 2,3.5,W.A.C. LIGHTING CO.,,7.5000000000000036,0.0,0.0,0.0
681,CG109-BL,Round 50w 120v 3 wire Track Fixture Black,10.0,"JESCO LIGHTING,INC.",,20.0,10.0,10.0,0.0
681,CG109-ST,Round 50w 3 wire Track Fixture Satin Chrome GU10 110V,13.0,"JESCO LIGHTING,INC.",,22.0,13.0,13.0,0.0
681,CHAD1BK,Suspension  Black 3 Wire,2.5,"JESCO LIGHTING,INC.",,5.0,2.5,2.5,1.0
681,CHAD1WH,Suspension White 3 Wire,2.5,"JESCO LIGHTING,INC.",,5.0,2.5,2.5,0.0
681,CM100WH,ACCORDION     3W 50W,11.0,"JESCO LIGHTING,INC.",,18.0,,,0.0
681,CM104BK,NET DIE CAST  3W 50W,10.5,"JESCO LIGHTING,INC.",,18.5,10.5,10.5,4.0
681,CM104WH,NET DIE CAST  3W 50W,10.5,"JESCO LIGHTING,INC.",,18.5,10.5,10.5,8.0
681,CM109212ST,"ROUND 3w 50w 12""EXTE",25.5,"JESCO LIGHTING,INC.",,40.0,,,0.0
681,CM120-ST,SATIN LOW V   3W 50W,25.0,"JESCO LIGHTING,INC.",,39.0,25.0,25.0,9.0
681,CM123-ST,SATIN LOW V   3W 50W,18.0,"JESCO LIGHTING,INC.",,29.0,18.0,18.0,4.0
681,CM127ST,SATIN LOW V   3W 50W,18.0,"JESCO LIGHTING,INC.",,29.0,18.0,18.0,0.0
681,CM138B-ST,SATIN LOW V   3W 50W,18.0,"JESCO LIGHTING,INC.",,29.0,18.0,18.0,7.0
